open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1646757000000,38323.00,38454.00,38117.90,38283.90,15570.086,1646758799999,595852224.50028,143061,7835.017,299887036.62040,0
1646758800000,38283.90,38990.00,38268.60,38907.70,20083.314,1646760599999,777872612.26763,186680,10841.902,419926793.21351,0
1646760600000,38907.00,39150.00,38804.60,39047.10,13692.298,1646762399999,533767688.13435,136350,6994.337,272725805.46938,0
1646762400000,39047.00,39340.50,38912.10,38960.60,18379.346,1646764199999,720195640.61026,175937,9221.154,361445850.51268,0
1646764200000,38960.70,38975.70,38633.10,38668.30,11662.162,1646765999999,452646693.77560,120946,5448.485,211517348.16862,0
1646766000000,38668.40,38730.80,38450.00,38723.50,13080.100,1646767799999,504764071.11978,122566,6795.386,262308331.67112,0
1646767800000,38720.00,38823.80,38600.90,38741.50,6988.605,1646769599999,270611071.14240,68455,3515.109,136135570.81799,0
1646769600000,38741.40,38888.00,38550.00,38568.50,6376.938,1646771399999,246903832.17485,66993,3051.095,118195193.26596,0
1646771400000,38568.40,38638.00,38420.00,38500.10,8545.028,1646773199999,329170878.61040,77616,4438.290,171005661.15490,0
1646773200000,38500.20,38580.20,38428.60,38532.00,3364.930,1646774999999,129588052.26230,38604,1672.181,64402772.03610,0
1646775000000,38532.00,38532.00,38358.70,38485.80,3852.217,1646776799999,148112011.13462,43944,1905.972,73293993.37538,0
1646776800000,38485.80,38618.70,38460.00,38589.90,2433.902,1646778599999,93815512.85724,30333,1291.371,49778607.58964,0
1646778600000,38589.90,38618.80,38500.00,38535.30,1842.359,1646780399999,71041100.81870,24874,817.869,31537188.13090,0
1646780400000,38535.30,38728.70,38507.30,38710.10,3272.001,1646782199999,126457299.39938,35543,1846.725,71383648.80308,0
1646782200000,38711.10,38761.70,38651.50,38709.90,2240.471,1646783999999,86734761.83273,28837,1041.329,40315927.22073,0
1646784000000,38709.90,38834.50,38638.70,38763.50,4173.884,1646785799999,161646137.84741,44962,1947.344,75428350.43316,0
1646785800000,38763.50,39034.40,38721.20,38930.00,5281.441,1646787599999,205408322.03963,56016,3257.873,126729224.21147,0
1646787600000,38930.00,39072.40,38876.60,39016.70,5060.425,1646789399999,197234263.46101,49836,2314.949,90251995.32120,0
1646789400000,39016.70,39287.00,39014.80,39187.30,8327.546,1646791199999,326044030.04002,78279,4592.924,179849463.63525,0
1646791200000,39187.40,39465.80,39106.60,39369.40,8675.449,1646792999999,340681170.01779,82908,4835.705,189976640.57226,0
1646793000000,39369.40,39500.00,39270.10,39381.30,9090.636,1646794799999,357920361.64563,83807,4522.942,178122258.71007,0
1646794800000,39381.30,40291.30,39338.90,40224.90,26497.432,1646796599999,1056274398.67271,225908,15937.747,635266401.52897,0
1646796600000,40224.90,41440.60,40224.40,41198.50,41212.839,1646798399999,1684315868.10148,357701,23286.252,951275317.34002,0
1646798400000,41198.40,41893.50,41194.90,41667.50,30364.629,1646800199999,1260721107.91011,277949,15902.607,660454997.46408,0
1646800200000,41667.60,41725.50,41501.20,41631.20,10185.327,1646801999999,423559871.24403,100259,5377.138,223630675.58711,0
1646802000000,41631.40,41702.00,41359.00,41508.60,10151.978,1646803799999,421302991.31940,93350,4712.193,195588879.01064,0
1646803800000,41508.60,41591.00,41321.40,41509.20,9620.156,1646805599999,398646841.34389,86845,5121.605,212249752.29600,0
1646805600000,41509.30,41569.60,41432.50,41459.90,4181.933,1646807399999,173508258.51993,46665,1892.695,78539234.71547,0
1646807400000,41459.90,41650.00,41421.90,41590.60,6296.044,1646809199999,261617711.11107,59451,3701.016,153804672.82773,0
1646809200000,41590.50,41800.00,41513.70,41687.70,6917.341,1646810999999,288090531.21338,69786,3724.577,155165511.88154,0
1646811000000,41687.70,41799.70,41631.10,41773.80,5082.800,1646812799999,212005866.38689,55827,2510.782,104737474.21554,0
1646812800000,41770.60,42000.00,41605.00,41702.80,13994.447,1646814599999,584614418.15550,126754,6760.918,282578760.83282,0
1646814600000,41702.80,42450.00,41679.30,42045.60,23721.344,1646816399999,999808143.67100,226302,12899.465,543703241.44445,0
1646816400000,42045.70,42173.10,41907.10,42157.00,11016.760,1646818199999,463045515.52006,108761,5835.046,245284223.15432,0
1646818200000,42157.00,42200.00,41973.70,42006.10,6074.242,1646819999999,255635589.78640,62714,2838.889,119504366.44438,0
1646820000000,42006.00,42147.60,41950.00,42069.90,5891.072,1646821799999,247721756.04069,61377,3076.500,129393508.19756,0
1646821800000,42071.20,42230.00,42014.40,42209.60,5247.393,1646823599999,221101738.28084,56707,2782.692,117265181.39012,0
1646823600000,42209.50,42382.40,42060.00,42088.10,12068.334,1646825399999,509469720.94237,111237,6044.362,255243659.33472,0
1646825400000,42088.00,42191.80,42002.20,42150.10,5149.468,1646827199999,216785931.18435,60850,2629.308,110710152.95463,0
1646827200000,42150.00,42400.00,42140.00,42340.00,8089.409,1646828999999,341971484.57057,78885,4359.425,184316879.54134,0
1646829000000,42340.20,42647.50,41722.00,41910.00,23683.577,1646830799999,995307551.69737,216598,10500.495,441567494.90264,0
1646830800000,41910.10,42085.80,41804.80,41968.90,8158.875,1646832599999,342175845.73139,89644,4280.428,179558952.89288,0
1646832600000,41968.40,42034.00,41642.90,41865.00,9828.481,1646834399999,411099065.28753,101265,4704.680,196808937.55019,0
1646834400000,41865.00,42314.00,41840.50,42114.90,15261.117,1646836199999,642830131.78087,140306,8028.615,338174007.11004,0
1646836200000,42114.90,42273.20,42004.40,42207.80,10092.577,1646837999999,425313535.67370,97867,5232.958,220567683.92930,0
1646838000000,42204.30,42319.50,42100.00,42186.40,7181.668,1646839799999,302973607.68490,70833,3680.937,155318299.33370,0
1646839800000,42186.30,42584.00,42145.40,42509.00,14434.753,1646841599999,611805034.87701,144163,7679.823,325542964.33407,0
1646841600000,42508.90,42552.00,42250.00,42324.90,10151.016,1646843399999,430356674.40569,101320,4802.860,203625654.89472,0
1646843400000,42325.00,42480.00,42120.10,42233.40,7566.657,1646845199999,319936831.64994,84355,3457.737,146234843.32387,0
1646845200000,42231.90,42327.00,42100.00,42197.70,5578.522,1646846999999,235513760.02487,61053,2681.013,113209074.73507,0
1646847000000,42197.70,42350.00,42187.00,42316.80,3635.887,1646848799999,153693302.15543,41344,2006.988,84846576.74809,0
1646848800000,42316.80,42321.80,42008.00,42093.40,6203.642,1646850599999,261339915.96612,71190,2898.321,122091107.34042,0
1646850600000,42093.30,42139.90,41840.00,42029.40,8332.775,1646852399999,349778708.85140,100639,3731.785,156692246.94133,0
1646852400000,42029.40,42065.00,41760.00,41904.00,7613.496,1646854199999,319121715.85226,83295,3597.132,150792257.95446,0
1646854200000,41904.10,42271.70,41883.50,42200.20,7006.321,1646855999999,295131243.56827,71974,3917.696,165008450.81517,0
1646856000000,42200.20,42326.00,42046.50,42094.70,5156.355,1646857799999,217421718.67180,55950,2463.494,103886840.64853,0
1646857800000,42094.60,42122.20,41680.90,41840.50,7844.962,1646859599999,328387169.92968,85525,3752.114,157063983.68057,0
1646859600000,41840.50,41947.10,41671.10,41800.00,5530.335,1646861399999,231103004.56053,66092,2893.196,120923189.82658,0
1646861400000,41800.10,41944.00,41719.00,41873.60,3209.045,1646863199999,134254435.79468,44237,1837.243,76863466.83325,0
1646863200000,41873.70,41999.90,41836.90,41987.10,3176.895,1646864999999,133245661.66191,38949,1683.674,70626036.49490,0
1646865000000,41987.00,42060.00,41733.00,41890.00,3735.812,1646866799999,156522538.74063,50679,1789.193,74970789.73687,0
1646866800000,41890.00,41992.10,41800.00,41953.80,2481.036,1646868599999,103978213.54255,35715,1282.676,53759002.39209,0
1646868600000,41953.90,42152.30,41905.40,41937.50,3823.678,1646870399999,160674366.98235,48039,2040.862,85777525.68691,0
1646870400000,41939.50,42034.30,41843.10,41925.30,3952.251,1646872199999,165720623.21167,50782,1827.509,76631836.09416,0
1646872200000,41925.20,41953.20,41735.10,41810.20,3320.554,1646873999999,138917481.67563,42318,1460.494,61101095.62725,0
1646874000000,41810.10,41960.00,41693.90,41894.10,3688.406,1646875799999,154225584.66500,47972,1938.266,81055768.26112,0
1646875800000,41894.00,41925.70,40800.00,40931.00,26028.493,1646877599999,1072689775.80826,262283,10704.771,440926093.51157,0
1646877600000,40931.10,41067.60,40691.60,40801.90,12879.869,1646879399999,526441355.42061,144101,6407.960,261999609.06859,0
1646879400000,40801.90,40943.70,40600.00,40709.80,8784.119,1646881199999,358468193.28349,87781,4252.373,173605810.39940,0
1646881200000,40709.80,40920.00,40500.00,40850.10,8714.122,1646882999999,355459580.86496,86016,4379.500,178743343.30336,0
1646883000000,40850.00,40879.40,40720.10,40765.40,5186.426,1646884799999,211627319.47304,52207,2644.430,107912251.85904,0
1646884800000,40765.40,40839.30,40208.00,40211.00,14341.898,1646886599999,580391152.10864,141820,5695.873,230579106.52309,0
1646886600000,40215.40,40278.60,39350.00,39526.30,40415.384,1646888399999,1605375131.39134,364086,17391.191,690633474.91635,0
1646888400000,39526.40,39536.90,39090.00,39271.40,20125.227,1646890199999,790823214.47004,201610,9520.128,374251303.81064,0
1646890200000,39273.80,39353.80,38652.90,39192.80,15391.480,1646891999999,602438239.52254,146200,7234.192,283455179.08247,0
1646892000000,39190.20,39284.70,39014.30,39116.10,8773.963,1646893799999,343695426.21067,90180,4473.750,175268890.52643,0
1646893800000,39116.10,39400.00,39116.10,39350.30,8036.923,1646895599999,315561111.39383,78853,4631.709,181884168.03673,0
1646895600000,39350.20,39361.40,39100.10,39263.00,6095.424,1646897399999,239157808.82195,61546,2829.712,111026883.43342,0
1646897400000,39262.90,39369.00,39166.70,39219.90,5877.950,1646899199999,230936206.75960,60108,2754.463,108229414.95304,0
1646899200000,39220.00,39232.20,38740.10,39027.40,17469.090,1646900999999,681110549.43367,166432,7837.034,305600375.63814,0
1646901000000,39027.40,39260.00,38950.00,39204.90,9214.973,1646902799999,360654258.08758,86869,5297.280,207341461.47558,0
1646902800000,39204.80,39282.60,39045.00,39119.90,6210.709,1646904599999,243317356.23896,68156,2838.598,111227757.05014,0
1646904600000,39119.90,39300.00,39001.30,39133.50,8470.950,1646906399999,331952881.02409,79365,4493.570,176124449.79684,0
1646906400000,39133.50,39222.80,39093.10,39209.90,3897.712,1646908199999,152687619.98181,44731,2063.305,80835706.41530,0
1646908200000,39209.90,39225.70,38946.00,39036.70,8362.607,1646909999999,326789086.48923,81730,3600.529,140720501.27401,0
1646910000000,39036.80,39133.60,38923.90,39028.40,6287.141,1646911799999,245392938.84104,70436,3350.630,130807615.41467,0
1646911800000,39025.50,39099.90,38970.00,39055.40,3630.118,1646913599999,141701082.79800,43172,1816.302,70905525.55670,0
1646913600000,39055.30,39197.90,38940.00,39195.70,6120.117,1646915399999,239154288.45948,66933,3362.261,131402429.89348,0
1646915400000,39195.70,39343.30,39073.80,39228.80,10774.424,1646917199999,422519511.45617,107103,5711.308,224022414.95364,0
1646917200000,39225.90,39331.50,39162.60,39296.90,5613.440,1646918999999,220302205.61729,60033,2927.097,114889071.73407,0
1646919000000,39297.00,40288.70,38512.00,38837.80,83130.704,1646920799999,3267398046.60375,693167,41980.910,1651741117.64224,0
1646920800000,38837.80,39138.00,38761.50,39042.00,11909.296,1646922599999,464240834.72812,131638,6504.968,253617926.31729,0
1646922600000,39041.90,39350.00,38774.80,39251.90,16135.209,1646924399999,630524656.76261,169173,8822.997,344989748.41335,0
1646924400000,39251.90,39739.40,39156.70,39168.20,20411.615,1646926199999,804548304.00470,205394,10182.941,401456402.61678,0
1646926200000,39168.10,39369.90,38929.80,39155.70,13984.797,1646927999999,547259231.88775,138976,6710.819,262672861.83656,0
1646928000000,39154.30,39244.10,39001.00,39124.50,9549.247,1646929799999,373558438.30061,82641,4736.427,185330434.93577,0
1646929800000,39124.50,39165.80,38869.20,39115.40,13782.978,1646931599999,537847248.32202,91767,5603.704,218727098.15837,0
1646931600000,39115.40,39267.50,39012.90,39192.60,4938.937,1646933399999,193363310.57572,54431,2530.078,99068476.54213,0
1646933400000,39192.70,39250.00,39001.00,39140.90,7169.767,1646935199999,280612548.48871,62781,3171.581,124166630.15395,0
1646935200000,39141.00,39176.60,38980.00,39021.20,8255.142,1646936999999,322529301.02525,58414,4200.523,164124563.26551,0
1646937000000,39021.20,39243.00,39016.90,39138.70,5308.181,1646938799999,207773549.51605,45272,2973.193,116362647.63184,0
1646938800000,39138.10,39296.40,39036.30,39243.30,5219.869,1646940599999,204517089.47388,54179,2673.832,104782246.66943,0
1646940600000,39243.30,39580.00,39144.00,39405.50,8558.261,1646942399999,336928287.17972,77613,4975.180,195956786.99846,0
1646942400000,39405.60,39438.00,39252.90,39360.40,4201.808,1646944199999,165370994.96891,47824,2051.407,80740510.28040,0
1646944200000,39360.30,39662.50,39303.10,39588.20,5878.453,1646945999999,232332389.85838,64672,3290.958,130069102.75868,0
1646946000000,39588.20,39590.50,39405.80,39433.50,4593.134,1646947799999,181482148.28420,49490,1810.527,71542396.01240,0
1646947800000,39433.40,39477.40,39242.00,39289.90,4022.701,1646949599999,158351818.08963,40123,1826.889,71930553.33940,0
1646949600000,39290.00,39329.90,39000.00,39253.10,5608.337,1646951399999,219726035.27543,55796,2485.872,97451515.08575,0
1646951400000,39254.00,39465.00,39235.70,39412.70,2994.260,1646953199999,117864589.46139,39288,1523.462,59967607.58959,0
1646953200000,39412.80,39555.00,39349.80,39527.90,4517.211,1646954999999,178285578.74127,48826,2448.752,96665188.64077,0
1646955000000,39527.90,39580.00,39366.00,39407.20,2811.509,1646956799999,110940544.81268,34726,1391.450,54916970.79154,0
1646956800000,39407.10,39426.20,39122.10,39187.30,4984.663,1646958599999,195928115.40633,50902,2127.804,83650777.59170,0
1646958600000,39187.50,39375.10,39101.90,39270.70,4520.941,1646960399999,177432606.29372,48320,2328.415,91388895.83148,0
1646960400000,39270.70,39295.00,38581.70,38656.80,14015.436,1646962199999,545280293.98353,132499,5140.602,200089613.76816,0
1646962200000,38656.10,38887.90,38525.00,38659.00,10180.530,1646963999999,393990410.17340,97999,5084.605,196852708.78812,0
1646964000000,38658.90,38724.20,38205.10,38387.90,13600.252,1646965799999,522493050.42831,140654,5920.167,227517194.38064,0
1646965800000,38387.90,38425.00,38200.10,38251.00,6240.026,1646967599999,239172419.51106,65492,2886.880,110681801.06948,0
1646967600000,38248.50,38425.00,38231.40,38415.00,4744.651,1646969399999,181908258.23510,50799,2756.927,105701420.37680,0
1646969400000,38414.90,38881.00,38391.30,38703.10,11069.462,1646971199999,427394542.68715,103392,6697.694,258609476.69121,0
1646971200000,38703.10,38718.00,38460.00,38515.50,5278.281,1646972999999,203551743.25285,57346,2157.274,83213835.45250,0
1646973000000,38515.40,38627.00,38420.30,38459.20,4049.948,1646974799999,156093388.16857,44879,2013.639,77630841.31350,0
1646974800000,38459.20,38599.30,38310.80,38556.10,6934.284,1646976599999,266694207.41501,67290,3598.180,138435724.28837,0
1646976600000,38556.10,38777.70,38556.00,38748.70,7633.548,1646978399999,295134312.44050,68267,4138.670,160057039.07586,0
1646978400000,38748.70,38980.00,38650.50,38899.90,8571.485,1646980199999,332252124.27356,70015,4783.993,185508355.95847,0
1646980200000,38899.90,38990.00,38738.50,38917.10,8265.765,1646981999999,321135199.47900,84445,4127.261,160370557.32429,0
1646982000000,38917.70,39238.00,38875.80,39187.00,13454.193,1646983799999,525826077.59012,130922,7225.427,282421757.89429,0
1646983800000,39188.50,39344.30,39071.90,39111.80,7337.835,1646985599999,287273519.61014,75601,3761.484,147304103.03785,0
1646985600000,39111.60,39178.00,38921.00,38961.60,7426.734,1646987399999,290025804.76104,75622,3124.630,122061554.14794,0
1646987400000,38961.60,39100.00,38825.40,39006.40,9110.026,1646989199999,354970384.23847,80992,4759.662,185521560.77329,0
1646989200000,39006.50,39175.20,38992.00,39130.00,5200.089,1646990999999,203316724.23590,50670,2868.112,112141738.77440,0
1646991000000,39130.10,39133.50,38876.50,39000.10,6434.471,1646992799999,250844203.84839,63409,3153.627,122941851.26889,0
1646992800000,39000.10,39139.90,38967.10,39085.40,5271.622,1646994599999,205871247.03998,53603,2472.306,96570052.42168,0
1646994600000,39086.00,39120.00,38950.40,38997.00,3380.039,1646996399999,131876341.43630,37125,1431.101,55845442.90290,0
1646996400000,38997.00,39480.00,38780.00,39222.00,20471.026,1646998199999,799724909.70663,184942,10427.366,407669421.86723,0
1646998200000,39221.90,40200.00,39174.00,39878.40,46655.329,1646999999999,1854928308.35935,442199,25440.102,1011466548.80817,0
1647000000000,39878.30,40190.00,39800.00,40014.50,16554.821,1647001799999,661702317.35277,171442,8933.785,357183507.97305,0
1647001800000,40014.40,40242.00,39710.00,39896.10,14881.887,1647003599999,594270714.46912,154345,7265.060,290250850.86368,0
1647003600000,39896.20,39938.00,39150.00,39606.40,23870.108,1647005399999,943226184.68047,223375,11142.720,440339882.39527,0
1647005400000,39606.40,39629.90,39160.00,39243.80,14767.948,1647007199999,580886627.31675,138922,6842.269,269155388.62910,0
1647007200000,39245.00,39535.50,39176.50,39391.70,10097.592,1647008999999,397183503.15545,94068,5800.224,228208481.92375,0
1647009000000,39391.60,39596.90,39133.10,39304.60,14998.620,1647010799999,590313831.75237,143586,7179.395,282700872.37486,0
1647010800000,39303.30,39307.60,38888.00,39127.10,19940.245,1647012599999,778770518.87390,177676,9285.945,362742181.90634,0
1647012600000,39127.10,39240.00,38955.00,39070.00,14416.639,1647014399999,563592691.90274,115503,7078.322,276783261.10941,0
1647014400000,39070.00,39085.90,38581.00,38703.90,17880.726,1647016199999,693227817.23571,169580,7506.657,291009635.28452,0
1647016200000,38704.00,38820.00,38550.00,38708.60,8766.131,1647017999999,339106437.37680,89216,4608.419,178330041.75694,0
1647018000000,38708.50,38772.60,38555.00,38600.00,5636.285,1647019799999,217967025.60264,58742,2605.289,100777452.14152,0
1647019800000,38600.00,38876.60,38590.70,38790.60,6011.285,1647021599999,232982094.49156,58895,3531.759,136898781.70596,0
1647021600000,38790.70,38857.00,38718.50,38825.10,3690.432,1647023399999,143159459.80770,42567,1784.006,69216439.72910,0
1647023400000,38823.90,38838.50,38588.10,38618.10,4809.506,1647025199999,186092637.29701,52484,1943.251,75204219.33970,0
1647025200000,38618.10,38850.00,38500.10,38826.50,6618.639,1647026999999,256083503.63121,70939,3698.160,143149701.09891,0
1647027000000,38825.70,38850.00,38743.10,38776.10,3216.125,1647028799999,124782533.18660,34280,1616.779,62736380.33640,0
1647028800000,38776.00,38964.20,38655.10,38672.70,6540.777,1647030599999,253891808.74747,61726,3519.221,136648409.79289,0
1647030600000,38675.50,38714.10,38287.00,38345.90,10914.628,1647032399999,419802986.56245,112850,4850.881,186609912.32397,0
1647032400000,38345.90,38940.00,38345.90,38821.00,10387.328,1647034199999,401870674.68076,104539,5842.702,226008373.11619,0
1647034200000,38821.10,38907.60,38745.00,38836.40,3709.068,1647035999999,144001330.22677,39196,1809.125,70244945.15350,0
1647036000000,38836.50,38974.30,38830.00,38859.10,3620.516,1647037799999,140796444.31197,43343,1818.738,70734954.92767,0
1647037800000,38859.20,39167.10,38850.00,38894.00,5208.067,1647039599999,203018217.02771,60025,2685.314,104720743.15344,0
1647039600000,38893.90,38930.00,38766.30,38842.60,2869.357,1647041399999,111441763.69333,38412,1266.371,49192370.10356,0
1647041400000,38842.60,38915.80,38708.10,38713.00,2841.526,1647043199999,110218954.57628,33141,1466.507,56887456.88907,0
1647043200000,38713.10,39063.30,38630.00,39030.60,5616.568,1647044999999,218141246.03138,55169,3140.961,122056206.97866,0
1647045000000,39030.60,39148.40,38913.40,39123.00,4303.860,1647046799999,167986875.00692,46746,2249.261,87804687.09862,0
1647046800000,39123.00,39289.60,39040.60,39133.20,5236.372,1647048599999,205087997.98441,54685,2764.944,108322980.40594,0
1647048600000,39132.00,39245.70,39125.20,39169.10,2653.093,1647050399999,103939227.36072,31663,1178.222,46161015.03902,0
1647050400000,39169.00,39243.00,39107.50,39160.90,2497.273,1647052199999,97847898.37681,32254,1167.151,45736633.18540,0
1647052200000,39160.90,39167.80,39025.00,39105.00,3317.767,1647053999999,129676543.58370,37467,1485.630,58069015.12680,0
1647054000000,39104.90,39208.00,39070.00,39171.00,2612.502,1647055799999,102249418.15203,30368,1315.557,51496123.24163,0
1647055800000,39171.10,39203.10,39060.00,39073.50,2394.558,1647057599999,93662377.43460,28863,1096.428,42888217.40070,0
1647057600000,39073.60,39134.40,38909.50,39126.70,5049.535,1647059399999,197054348.67790,50053,2295.647,89605232.07777,0
1647059400000,39126.70,39175.20,39037.00,39093.20,2392.897,1647061199999,93590274.71183,28080,1122.871,43923691.63717,0
1647061200000,39093.10,39134.00,39025.20,39134.00,1475.948,1647062999999,57671841.38760,20635,717.445,28039879.83950,0
1647063000000,39133.90,39188.50,39076.90,39152.80,1942.947,1647064799999,76046152.40412,25601,993.224,38878227.17482,0
1647064800000,39152.70,39245.70,39120.70,39138.60,2784.358,1647066599999,109092469.85082,32872,1428.546,55980354.46231,0
1647066600000,39138.70,39160.00,39051.90,39065.30,2670.024,1647068399999,104405443.44881,28519,1092.507,42725858.14940,0
1647068400000,39065.20,39165.00,38974.40,39109.90,3674.182,1647070199999,143549140.63157,40174,1837.432,71790050.82127,0
1647070200000,39109.90,39140.00,39001.00,39092.80,1690.256,1647071999999,66034532.47529,25550,806.666,31517294.81790,0
1647072000000,39092.70,39120.10,38929.90,39004.70,3741.529,1647073799999,145960709.79993,42627,1697.686,66236107.24250,0
1647073800000,39004.70,39154.00,38951.10,39089.20,3709.685,1647075599999,144983221.17037,41338,2123.851,83005392.62637,0
1647075600000,39089.20,39181.90,39058.00,39156.60,2039.906,1647077399999,79812241.40973,25835,1073.251,41997839.09193,0
1647077400000,39156.60,39210.70,39092.00,39158.20,2948.268,1647079199999,115452817.26998,36868,1357.572,53164197.65118,0
1647079200000,39158.20,39210.40,39117.70,39189.00,2507.731,1647080999999,98229390.26200,30079,1314.677,51497234.08500,0
1647081000000,39188.00,39274.40,39110.00,39208.20,3551.551,1647082799999,139155802.59584,42517,1871.223,73332773.11253,0
1647082800000,39208.30,39257.00,39162.90,39187.90,2538.350,1647084599999,99547590.61752,36862,1200.074,47067774.07912,0
1647084600000,39187.90,39209.50,38956.50,39054.10,6172.818,1647086399999,241180205.85340,62800,2710.300,105898851.85260,0
1647086400000,39054.10,39142.20,39009.80,39103.00,2869.459,1647088199999,112126981.26757,39397,1600.770,62553991.23277,0
1647088200000,39103.00,39196.40,39080.00,39155.10,2168.037,1647089999999,84884898.11792,30795,1159.791,45410064.10202,0
1647090000000,39155.10,39248.30,39120.00,39139.00,3193.426,1647091799999,125134022.65238,36373,1681.088,65888468.92057,0
1647091800000,39139.10,39192.60,38984.40,39056.40,5739.091,1647093599999,224235834.35734,56144,2493.438,97438322.82040,0
1647093600000,39056.50,39130.00,38950.00,39011.80,5639.924,1647095399999,220172659.33677,52817,2477.756,96751407.42087,0
1647095400000,39011.80,39029.70,38637.90,38892.00,13225.587,1647097199999,513631113.26876,128230,5780.435,224512562.88537,0
1647097200000,38892.00,38936.80,38814.70,38918.00,3379.949,1647098999999,131435161.69610,44354,1710.800,66538153.21410,0
1647099000000,38917.90,39150.00,38870.00,39018.30,7879.016,1647100799999,307772859.25252,79599,4351.127,169946880.90853,0
1647100800000,39019.60,39150.00,38952.40,39098.30,4978.135,1647102599999,194400224.60819,47571,2707.863,105752110.62277,0
1647102600000,39098.40,39150.00,39054.80,39130.00,2159.420,1647104399999,84440834.38400,27120,1078.416,42170224.48210,0
1647104400000,39127.50,39578.40,39045.20,39086.50,13242.510,1647106199999,519574005.70264,126094,7021.714,275668583.64069,0
1647106200000,39086.50,39115.80,39017.40,39077.50,2460.415,1647107999999,96122949.51879,28827,1255.288,49046347.99150,0
1647108000000,39077.50,39118.50,38900.00,39099.80,3812.930,1647109799999,148830211.14938,38667,1810.710,70710898.14790,0
1647109800000,39099.90,39139.00,38986.70,39030.10,2566.881,1647111599999,100282824.84626,26525,1144.009,44702605.36957,0
1647111600000,39030.10,39030.80,38900.00,39024.70,3077.452,1647113399999,119926488.96522,35308,1368.682,53339961.68659,0
1647113400000,39024.70,39065.70,38950.20,39006.70,1627.658,1647115199999,63473622.61856,19717,836.064,32608386.45696,0
1647115200000,39006.80,39138.00,38961.90,39127.20,2268.427,1647116999999,88626921.20292,27635,1244.522,48623425.85532,0
1647117000000,39127.20,39195.40,39075.00,39114.40,2684.545,1647118799999,105073074.19595,29696,1410.715,55224788.99785,0
1647118800000,39114.40,39163.50,39083.40,39098.30,1290.724,1647120599999,50495135.12990,17068,545.412,21338995.55720,0
1647120600000,39098.40,39132.20,39028.40,39069.20,1145.560,1647122399999,44779603.98265,16709,523.114,20451378.28200,0
1647122400000,39069.30,39091.60,39003.90,39059.90,1189.183,1647124199999,46430071.73678,19516,586.600,22904508.39920,0
1647124200000,39059.00,39148.90,39039.80,39081.40,1369.113,1647125999999,53535230.92611,19237,754.383,29497878.70841,0
1647126000000,39081.40,39149.90,39040.00,39089.30,1328.162,1647127799999,51911937.98300,18853,627.748,24539886.02740,0
1647127800000,39089.20,39092.00,38700.00,38792.60,5677.243,1647129599999,220754872.72424,62531,2283.376,88802031.50950,0
1647129600000,38792.70,38948.60,38667.50,38901.50,5992.322,1647131399999,232626537.28155,62147,3213.178,124763207.13085,0
1647131400000,38901.50,38917.80,38779.40,38898.70,2496.045,1647133199999,96973183.33248,30002,1173.791,45610747.71057,0
1647133200000,38898.80,39300.00,38866.00,39099.10,8141.332,1647134999999,318246490.35256,71669,4531.688,177160879.97483,0
1647135000000,39099.90,39100.00,38931.90,38973.10,3318.347,1647136799999,129448101.95394,30100,1195.904,46664599.37080,0
1647136800000,38973.00,39202.20,38955.00,39105.50,3207.450,1647138599999,125445644.38688,32068,2067.611,80874579.88988,0
1647138600000,39106.40,39169.00,39060.00,39141.70,1491.674,1647140399999,58356314.56240,21074,685.875,26835674.16170,0
1647140400000,39141.80,39215.70,39078.10,39146.70,3782.074,1647142199999,148091788.22730,33179,1603.035,62766368.27890,0
1647142200000,39146.60,39184.30,39120.00,39170.90,1157.620,1647143999999,45322116.35980,17008,535.659,20972668.86200,0
1647144000000,39170.50,39300.00,39098.10,39181.10,3690.359,1647145799999,144604092.08448,35520,2176.574,85315410.86709,0
1647145800000,39181.10,39186.50,39101.80,39115.60,1272.775,1647147599999,49814158.09650,18028,602.644,23585281.74230,0
1647147600000,39114.20,39155.00,39075.90,39150.50,1050.725,1647149399999,41103185.15995,16033,501.294,19611656.56450,0
1647149400000,39150.40,39160.00,39089.10,39107.40,1083.961,1647151199999,42414650.20360,15079,553.993,21677266.61200,0
1647151200000,39107.50,39170.00,39067.80,39120.10,1808.708,1647152999999,70757727.16030,20594,891.205,34865871.31930,0
1647153000000,39120.00,39155.00,39055.00,39131.40,1780.286,1647154799999,69617540.97840,18542,725.636,28381465.08900,0
1647154800000,39131.90,39184.10,39085.50,39135.00,1804.131,1647156599999,70606992.29510,18657,1062.287,41576228.81660,0
1647156600000,39135.00,39163.00,39051.60,39075.40,2081.935,1647158399999,81395004.41270,20355,733.361,28679318.27880,0
1647158400000,39075.40,39116.50,39007.70,39019.00,3287.522,1647160199999,128388049.85179,31342,1396.528,54552832.28780,0
1647160200000,39019.00,39120.00,38989.00,39055.60,4039.311,1647161999999,157724917.87923,29396,2043.465,79811735.47010,0
1647162000000,39055.60,39081.70,39022.00,39049.10,2343.106,1647163799999,91502963.90200,22124,940.354,36725918.60520,0
1647163800000,39049.20,39049.20,38810.00,38964.00,5647.307,1647165599999,219971917.99589,54314,2208.625,86057249.64481,0
1647165600000,38964.00,39007.30,38850.00,38925.30,3805.162,1647167399999,148122642.69659,49382,1972.692,76795513.02559,0
